index,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
2125,2,2,7,0,6,2,0,0,8,1,0,3,3,5,3,0,2,1,5,1,4,6
1061,2,3,9,0,1,2,1,1,1,1,0,3,3,7,7,0,2,1,5,1,4,6
7657,2,3,7,1,4,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,1
4798,2,2,9,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,5,0
7514,2,0,8,1,6,2,1,0,7,0,6,3,3,7,7,0,2,2,5,7,2,0
4304,3,0,9,1,4,2,0,0,3,0,0,2,2,5,1,0,2,1,3,3,5,0
5319,3,2,9,1,4,2,0,0,4,0,0,2,2,0,5,0,2,1,3,3,4,3
7085,2,3,7,1,3,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,1
4389,2,2,3,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,4,0
5059,3,2,9,1,4,2,0,0,3,0,0,2,2,1,5,0,2,1,3,3,4,3
4994,3,0,3,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,5,3
5716,2,3,1,0,4,2,0,0,7,1,0,3,3,7,7,0,2,1,5,3,4,4
6661,2,3,0,1,3,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,3
1567,2,3,8,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,1,0,0
4235,3,2,3,1,4,2,0,0,3,0,0,2,2,0,0,0,2,1,3,3,5,3
646,0,2,8,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,3,2
3507,2,0,3,0,6,2,0,0,1,1,0,3,3,5,7,0,2,1,5,0,4,6
7214,4,3,7,1,4,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,1
5105,2,2,0,1,3,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,6
3688,3,2,0,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,0,5,6
2636,2,2,3,0,6,2,0,0,1,1,0,3,3,5,3,0,2,1,5,1,5,6
6406,0,0,8,1,6,2,1,0,10,0,6,3,2,7,7,0,2,2,5,7,3,0
6727,3,3,7,1,3,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,1
2762,2,2,3,0,6,2,0,0,10,1,0,3,3,7,3,0,2,1,5,0,5,6
2379,2,0,3,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,0,4,6
5928,2,2,0,1,4,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,1
4897,3,2,9,1,4,2,0,0,3,0,0,2,2,0,0,0,2,1,3,3,5,3
1986,2,3,3,1,6,2,1,0,1,1,3,0,3,7,7,0,2,1,1,1,0,0
5734,4,3,1,0,6,2,0,0,9,0,6,3,3,6,6,0,2,2,1,7,1,5
6292,2,3,0,1,8,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,6
7888,4,2,0,1,8,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,6
5958,2,2,9,1,4,2,0,0,4,0,0,2,2,0,1,0,2,1,3,3,5,0
668,3,2,9,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,5,1,5,3
4869,2,2,0,1,4,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,1
6199,3,2,7,1,3,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,6
1721,3,3,8,1,6,2,1,0,7,1,3,0,3,7,7,0,2,1,1,0,0,0
2592,3,0,0,0,6,2,0,0,7,1,0,3,3,7,7,0,2,1,5,0,5,6
7140,4,3,0,1,3,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,3
6962,4,3,7,1,8,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,6
2920,2,2,0,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,0,5,6
1475,3,0,0,1,6,2,1,0,0,1,3,3,0,7,7,0,2,1,1,1,3,0
5295,2,3,0,0,6,2,0,0,9,0,6,3,3,6,7,0,2,2,1,7,1,5
4750,3,0,9,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,4,6
6802,2,2,7,1,3,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,3
5350,2,3,1,0,4,2,0,0,3,1,0,0,0,7,7,0,2,1,5,3,3,0
2564,3,0,3,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,0,4,6
4512,3,0,9,1,4,2,0,0,3,0,0,2,2,1,5,0,2,1,3,3,5,3
3180,3,2,0,0,6,2,0,0,8,1,0,3,3,7,7,0,2,1,5,1,4,6
5384,2,0,2,1,6,2,1,1,10,0,0,0,0,7,0,0,2,1,1,7,4,1
7630,4,3,0,1,6,0,0,0,6,0,6,3,3,4,4,0,1,1,5,2,4,1
3207,3,2,3,0,6,2,0,0,8,1,0,3,3,3,5,0,2,1,5,0,5,6
3428,3,2,0,0,6,2,0,0,7,1,0,3,3,3,3,0,2,1,5,1,5,6
2574,2,2,0,0,6,2,0,0,7,1,0,3,3,3,7,0,2,1,5,0,4,6
2044,2,0,8,1,6,2,1,0,1,1,3,3,3,7,7,0,2,1,1,0,3,0
7921,4,0,3,1,6,2,1,0,10,0,6,3,2,7,7,0,2,2,5,7,2,0
7675,4,3,7,1,3,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,1
2612,3,0,0,0,6,2,0,0,8,1,0,3,3,7,3,0,2,1,5,1,5,6
2106,3,0,0,0,6,2,0,0,7,1,0,3,3,7,7,0,2,1,5,1,4,6
2689,2,2,3,0,6,2,0,0,10,1,0,3,3,5,7,0,2,1,5,0,4,6
2729,2,2,0,0,6,2,0,0,8,1,0,3,3,7,7,0,2,1,5,1,5,6
3138,2,0,9,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,4,3
5460,3,3,1,0,4,2,0,0,3,1,0,0,0,7,7,0,2,1,5,3,3,0
1813,2,3,8,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,5,1,3,0
1485,2,2,0,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,0,4,4
3352,2,0,3,1,4,2,0,0,3,0,0,2,2,5,0,0,2,1,3,3,4,0
4168,2,2,3,1,4,2,0,0,3,0,0,2,2,5,0,0,2,1,3,3,4,0
2071,2,0,3,0,6,2,0,0,1,1,0,3,3,7,3,0,2,1,5,0,4,6
7182,3,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,0,1,5,1,1,1
6741,3,3,0,1,3,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,3
3565,2,0,9,1,4,2,0,0,7,0,0,2,2,1,0,0,2,1,3,3,4,0
7541,4,0,8,1,6,2,1,0,4,0,6,2,2,7,7,0,2,2,5,7,3,0
2351,3,2,8,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,1,3,4
1115,3,0,3,1,6,2,1,0,7,1,3,3,3,7,7,0,2,1,1,0,3,0
1049,2,0,3,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,0,0,0
2790,3,0,3,0,6,2,0,0,7,1,0,3,3,3,7,0,2,1,5,1,5,6
2829,2,2,0,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,1,5,6
2118,2,0,3,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,0,4,6
5572,3,2,9,1,4,2,0,0,4,0,0,2,2,1,1,0,2,1,3,3,4,6
4357,2,3,7,0,6,2,0,0,9,0,6,3,3,7,6,0,2,2,1,7,1,5
522,3,2,9,0,0,2,0,0,7,0,5,3,1,7,7,0,2,1,5,1,5,3
2108,2,0,3,0,6,2,0,0,10,1,0,3,3,5,7,0,2,1,5,0,4,6
4276,4,2,0,1,6,2,1,1,10,0,0,0,0,7,0,0,2,1,1,7,4,1
6674,3,3,7,1,4,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,1
1496,3,3,3,1,6,2,1,0,3,1,3,3,0,7,7,0,2,1,1,1,3,0
4711,2,2,3,1,4,2,0,0,3,0,0,2,2,5,1,0,2,1,3,3,5,0
4672,3,2,3,1,4,2,0,0,4,0,0,2,2,0,1,0,2,1,3,3,5,3
8037,4,2,7,1,3,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,6
4696,3,2,0,0,6,2,0,0,1,1,0,3,3,7,3,0,2,1,5,1,5,6
6150,2,3,0,1,8,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,6
5782,3,3,5,0,6,2,0,0,5,0,0,3,3,7,7,0,2,2,5,4,4,2
246,2,3,8,0,1,2,1,1,7,1,0,3,3,7,7,0,2,1,5,6,4,6
7636,3,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,0,1,5,8,1,1
6763,0,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,0,1,5,5,1,1
3647,2,0,3,1,4,2,0,0,4,0,0,2,2,0,1,0,2,1,3,3,5,0
3037,2,0,3,1,2,2,0,1,7,0,0,3,3,7,7,0,2,1,5,1,3,6
4685,2,2,3,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,5,3
5898,3,3,7,0,6,2,0,0,9,0,6,3,3,7,7,0,2,2,1,7,1,5
5591,3,3,3,0,4,2,0,0,10,1,0,0,0,7,7,0,2,1,5,3,4,0
1295,2,3,3,1,6,2,1,0,0,1,3,0,3,7,7,0,2,1,1,1,0,0
3626,3,0,3,0,6,2,0,0,10,1,0,3,3,5,3,0,2,1,5,1,5,6
5387,3,3,5,0,6,2,0,0,10,0,6,3,3,6,6,0,2,2,1,7,1,5
5377,2,3,1,0,4,2,0,0,3,1,0,0,3,7,7,0,2,1,5,3,3,4
4639,2,0,9,1,4,2,0,0,3,0,0,2,2,1,1,0,2,1,3,3,5,6
7188,2,3,0,1,6,0,0,0,6,0,6,3,3,4,4,0,1,1,5,8,1,1
4668,2,2,3,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,5,3
5138,3,2,9,1,4,2,0,0,7,0,0,2,2,1,1,0,2,1,3,3,5,3
3975,2,3,5,1,2,2,0,1,8,0,0,3,3,7,7,0,2,1,5,1,3,6
7666,4,2,7,1,8,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,3
7705,2,3,5,0,6,2,0,0,10,0,0,3,3,7,7,0,2,2,5,7,4,3
514,2,0,0,1,6,2,0,1,0,0,3,3,3,7,7,0,2,1,5,1,4,4
1678,3,3,0,1,6,2,1,0,1,1,3,3,3,7,7,0,2,1,1,0,0,0
1011,2,3,8,1,6,2,1,0,0,1,3,3,3,7,7,0,2,1,1,0,3,0
6664,3,3,0,1,3,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,6
3701,2,2,3,1,4,2,0,0,7,0,0,2,2,1,1,0,2,1,3,3,5,0
2287,3,0,0,0,6,2,0,0,7,1,0,3,3,7,3,0,2,1,5,1,5,6
2088,2,0,7,0,6,2,0,0,1,1,0,3,3,5,3,0,2,1,5,1,5,6
5220,3,2,9,1,4,2,0,0,4,0,0,2,2,0,5,0,2,1,3,3,5,6
406,0,2,9,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,5,1,2,0
2498,2,0,7,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,1,4,6
2080,2,0,3,1,6,2,1,0,0,1,3,0,3,7,7,0,2,1,1,1,3,0
4061,3,0,0,0,6,2,0,0,1,1,0,3,3,7,7,0,2,1,5,1,5,6
1878,3,3,0,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,1,3,0
2846,2,2,3,0,6,2,0,0,8,1,0,3,3,5,5,0,2,1,5,0,5,6
5689,3,2,3,1,4,2,0,0,3,0,0,2,2,5,0,0,2,1,3,3,4,3
1184,2,2,8,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,5,0,3,0
3035,3,2,0,0,6,2,0,0,10,1,0,3,3,3,5,0,2,1,5,1,5,6
5648,3,2,3,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,5,6
5476,2,2,3,1,4,2,0,0,3,0,0,2,2,0,1,0,2,1,3,3,4,0
7496,2,2,7,1,8,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,6
5880,2,3,1,0,4,2,0,0,3,1,0,3,0,7,7,0,2,1,5,3,4,0
630,3,0,0,1,6,2,1,0,1,1,3,3,3,7,7,0,2,1,1,1,3,0
3447,2,0,3,1,4,2,0,0,4,0,0,2,2,1,1,0,2,1,3,3,5,6
4824,2,2,7,0,6,2,0,0,10,0,6,3,3,6,6,0,2,2,1,7,1,5
6677,3,2,7,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,3
5117,4,2,2,1,6,2,1,1,10,0,0,3,0,7,0,0,2,1,1,7,4,1
4578,3,2,3,1,4,2,0,0,3,0,0,2,2,5,0,0,2,1,3,3,5,6
4323,3,2,3,1,4,2,0,0,7,0,0,2,2,0,1,0,2,1,3,3,5,0
7061,2,3,0,1,8,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,6
4016,2,0,9,1,4,2,0,0,4,0,0,2,2,0,5,0,2,1,3,3,4,3
633,2,2,0,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,5,0,3,0
1458,2,3,0,1,6,2,1,0,3,1,3,0,3,7,7,0,2,1,1,1,3,0
1943,3,0,8,1,6,2,1,0,0,1,3,3,3,7,7,0,2,1,1,0,3,0
5554,2,2,0,1,3,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,3
3681,3,2,3,0,6,2,0,0,7,1,0,3,3,3,5,0,2,1,5,0,4,6
5439,3,2,8,0,6,2,0,0,4,0,0,3,3,7,7,0,2,2,5,4,4,2
921,2,3,0,1,6,2,1,0,7,1,3,0,0,7,7,0,2,1,1,1,0,0
1931,0,3,8,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,3,0
1382,3,2,8,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,1,4,4
37,2,2,0,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,1,3,4
5651,3,2,9,1,4,2,0,0,7,0,0,2,2,0,0,0,2,1,3,3,5,3
4316,2,0,9,1,4,2,0,0,3,0,0,2,2,5,1,0,2,1,3,3,4,6
4115,3,0,9,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,4,0
7198,3,2,0,1,3,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,3
1304,3,3,3,1,6,2,1,0,0,1,3,3,0,7,7,0,2,1,1,1,0,0
4394,3,2,3,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,4,6
4665,2,2,3,1,4,2,0,0,7,0,0,2,2,0,5,0,2,1,3,3,5,6
3276,2,0,8,1,2,2,1,1,7,0,0,3,3,7,7,0,2,1,5,0,4,6
5134,4,3,0,0,6,2,0,0,10,0,6,3,3,6,7,0,2,2,1,7,1,5
3728,3,2,7,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,0,5,6
1765,2,3,8,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,1,3,4
5024,2,0,9,1,4,2,0,0,4,0,0,2,2,5,5,0,2,1,3,3,5,6
6475,3,2,7,1,3,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,6
4237,3,0,9,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,4,6
5002,0,3,1,0,6,2,0,0,10,0,0,3,3,7,7,0,2,2,5,4,4,0
3388,2,3,8,1,2,2,1,1,1,0,0,3,3,7,7,0,2,1,5,1,4,6
4298,2,2,3,1,4,2,0,0,4,0,0,2,2,5,5,0,2,1,3,3,5,0
913,3,0,3,1,6,2,1,0,1,1,3,3,3,7,7,0,2,1,1,0,0,0
720,3,2,0,0,0,2,0,0,1,0,5,3,1,7,7,0,2,1,5,1,3,0
2986,2,0,3,0,6,2,0,0,10,1,0,3,3,3,5,0,2,1,5,0,5,6
122,3,2,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,4,0
7678,0,0,3,1,6,2,1,0,4,0,6,3,2,7,7,0,2,2,5,7,3,0
4589,3,2,3,1,4,2,0,0,4,0,0,2,2,0,1,0,2,1,3,3,4,6
1853,2,0,0,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,0,4,6
6345,2,3,7,1,4,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,3
6541,2,3,0,1,8,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,3
7896,3,2,0,1,3,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,3
6842,3,2,7,1,4,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,3
5528,3,2,4,1,6,2,0,1,3,0,6,3,0,7,7,0,2,1,2,3,4,6
4904,2,2,7,1,3,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,1
5140,3,3,1,0,6,2,0,0,5,0,0,3,3,7,7,0,2,2,5,4,4,0
7251,3,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,1,1,5,1,1,1
6243,3,2,7,1,3,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,1
545,2,3,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,3,2
4595,3,0,9,1,4,2,0,0,4,0,0,2,2,0,1,0,2,1,3,3,4,0
7294,3,2,7,1,3,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,1
1673,2,3,8,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,1,3,0
7559,2,0,8,1,6,2,1,0,4,0,6,2,2,7,7,0,2,2,5,7,2,0
7553,4,2,0,1,8,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,1
2311,3,0,0,0,6,2,0,0,1,1,0,3,3,3,3,0,2,1,5,0,4,6
5327,3,0,3,1,4,2,0,0,4,0,0,2,2,0,1,0,2,1,3,3,4,0
2836,3,0,0,0,6,2,0,0,10,1,0,3,3,7,5,0,2,1,5,1,4,6
1047,3,2,0,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,1,3,4
1902,3,0,0,1,6,2,1,0,0,1,3,3,0,7,7,0,2,1,1,1,0,0
6880,3,3,7,1,4,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,3
4543,3,0,9,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,4,6
890,2,0,0,0,6,2,0,0,8,1,0,3,3,3,5,0,2,1,5,1,5,6
7910,3,2,0,1,5,0,0,0,11,0,1,2,1,2,2,0,2,0,4,7,1,6
1709,2,0,3,0,6,2,0,0,1,1,0,3,3,7,7,0,2,1,5,0,4,6
6586,4,2,0,1,3,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,3
118,2,3,9,0,1,2,1,1,7,1,0,3,3,7,7,0,2,1,5,6,4,6
6526,3,3,0,1,8,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,1
2895,3,0,0,0,6,2,0,0,8,1,0,3,3,7,3,0,2,1,5,0,4,6
3932,3,2,9,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,4,6
1708,3,0,3,1,6,2,1,0,0,1,3,3,3,7,7,0,2,1,1,0,3,0
1420,2,3,8,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,1,3,4
6055,2,3,7,1,3,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,6
5585,2,2,7,1,3,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,6
3855,3,2,7,0,6,2,0,0,1,1,0,3,3,7,5,0,2,1,5,0,4,6
3694,2,0,3,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,4,0
471,2,2,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,2,2
5167,2,0,9,1,4,2,0,0,7,0,0,2,2,0,5,0,2,1,3,3,5,3
7505,4,3,0,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,3
4148,3,2,3,1,4,2,0,0,7,0,0,2,2,1,0,0,2,1,3,3,4,6
1349,2,2,3,0,6,2,0,0,8,1,0,3,3,7,5,0,2,1,5,1,4,6
5916,3,2,1,0,6,2,0,0,9,0,6,3,3,7,7,0,2,2,1,7,1,5
984,2,3,8,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,0,3,4
7503,4,2,7,1,3,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,3
1410,2,0,0,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,0,3,0
7256,4,2,7,1,4,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,6
3660,2,2,7,0,6,2,0,0,8,1,0,3,3,7,5,0,2,1,5,0,5,6
6032,2,3,7,1,8,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,1
1276,2,0,0,1,6,2,1,0,7,1,3,3,0,7,7,0,2,1,1,1,0,0
7124,3,2,0,1,8,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,3
4121,3,2,7,0,6,2,0,0,8,1,0,3,3,3,3,0,2,1,5,0,4,6
6986,2,3,0,1,4,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,3
6201,2,3,0,1,4,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,6
5363,3,2,9,1,4,2,0,0,7,0,0,2,2,5,5,0,2,1,3,3,5,6
1309,3,3,3,1,6,2,1,0,7,1,3,3,3,7,7,0,2,1,1,1,3,0
775,2,2,9,0,0,2,0,0,7,0,5,3,1,7,7,0,2,1,5,1,3,0
3289,3,0,7,0,6,2,0,0,7,1,0,3,3,7,3,0,2,1,5,0,5,6
3930,3,2,3,1,4,2,0,0,3,0,0,2,2,5,1,0,2,1,3,3,5,3
1480,3,3,0,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,1,0,0
5886,2,2,1,0,6,2,0,0,10,0,6,3,3,6,7,0,2,2,1,7,1,5
7996,3,3,0,1,6,0,0,0,6,0,6,3,3,4,4,0,0,1,5,8,4,1
4111,3,0,9,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,5,0
4257,3,2,9,1,4,2,0,0,3,0,0,2,2,0,5,0,2,1,3,3,4,3
1313,2,0,3,1,6,2,1,0,1,1,3,0,3,7,7,0,2,1,1,1,0,0
3939,2,0,5,1,2,2,0,1,1,0,0,3,3,7,7,0,2,1,5,1,4,6
2275,2,2,0,0,6,2,0,0,8,1,0,3,3,7,5,0,2,1,5,1,5,6
7694,4,3,7,1,4,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,6
2204,2,2,3,0,6,2,0,0,10,1,0,3,3,7,7,0,2,1,5,0,5,6
4411,3,3,1,0,4,2,0,0,3,1,0,3,0,7,7,0,2,1,5,3,4,4
3130,3,2,3,0,6,2,0,0,7,1,0,3,3,3,3,0,2,1,5,0,4,6
5378,2,2,5,0,6,2,0,0,10,0,6,3,3,7,7,0,2,2,1,7,1,5
6582,3,2,7,1,8,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,6
6769,3,3,0,1,4,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,6
3739,2,0,3,1,2,2,1,1,7,0,0,3,3,7,7,0,2,1,5,0,4,6
569,0,2,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,2,2
4447,3,2,3,1,4,2,0,0,3,0,0,2,2,0,1,0,2,1,3,3,5,3
1509,2,0,0,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,0,5,6
22,0,2,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,3,2
5796,3,2,9,1,4,2,0,0,3,0,0,2,2,5,1,0,2,1,3,3,4,3
3241,3,2,3,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,0,4,6
5388,3,3,3,0,4,2,0,0,10,1,0,3,3,7,7,0,2,1,5,3,4,4
2849,2,0,3,0,6,2,0,0,10,1,0,3,3,3,5,0,2,1,5,1,4,6
6616,3,3,7,1,3,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,3
4428,2,0,9,1,4,2,0,0,7,0,0,2,2,0,1,0,2,1,3,3,4,0
3540,2,2,0,0,6,2,0,0,10,1,0,3,3,3,5,0,2,1,5,1,5,6
4730,3,2,3,1,4,2,0,0,4,0,0,2,2,0,5,0,2,1,3,3,4,3
6229,3,2,0,1,3,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,6
579,2,3,0,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,1,3,0
1406,2,3,8,1,6,2,1,0,3,1,3,0,0,7,7,0,2,1,1,0,0,0
1491,3,3,8,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,1,3,4
3493,3,2,3,0,6,2,0,0,8,1,0,3,3,5,7,0,2,1,5,1,4,6
7572,4,3,0,1,3,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,3
3873,2,0,3,1,4,2,0,0,3,0,0,2,2,0,5,0,2,1,3,3,4,6
7726,4,3,0,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,6
6293,3,3,7,1,8,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1
1658,3,0,8,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,0,3,0
5877,2,3,3,0,4,2,0,0,3,1,0,3,0,7,7,0,2,1,5,3,4,0
6919,3,3,7,1,8,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,6
4500,2,0,9,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,5,6
856,3,3,9,0,1,2,1,1,1,1,0,3,3,7,7,0,2,1,5,6,4,6
7405,0,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,0,1,5,8,4,1
8115,2,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,1,1,5,5,4,1
7383,4,3,0,1,4,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,1
5546,4,2,2,1,6,2,1,1,10,0,0,3,3,7,0,0,2,1,1,7,4,1
4157,3,0,9,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,4,0
6285,3,2,0,1,8,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,6
7121,4,2,0,1,3,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,6
3508,2,0,3,1,4,2,0,0,4,0,0,2,2,1,0,0,2,1,3,3,5,6
8104,4,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,1,1,5,1,4,1
2374,2,2,0,0,6,2,0,0,7,1,0,3,3,7,3,0,2,1,5,1,5,6
2300,2,2,7,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,1,4,6
4179,3,2,7,0,6,2,0,0,8,1,0,3,3,5,5,0,2,1,5,0,5,6
6301,4,2,0,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,3
4001,3,2,3,1,4,2,0,0,7,0,0,2,2,5,1,0,2,1,3,3,5,3
4852,2,0,9,1,4,2,0,0,4,0,0,2,2,0,5,0,2,1,3,3,5,3
581,2,3,9,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,1,3,2
2490,2,2,3,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,1,4,6
7439,2,0,3,1,6,2,1,0,7,0,6,3,2,7,7,0,2,2,5,7,3,0
3412,3,0,3,0,6,2,0,0,10,1,0,3,3,7,5,0,2,1,5,0,4,6
7030,4,3,7,1,3,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,6
3769,3,0,3,0,6,2,0,0,10,1,0,3,3,7,3,0,2,1,5,0,5,6
2848,3,0,3,0,6,2,0,0,1,1,0,3,3,5,7,0,2,1,5,1,5,6
2215,2,2,0,0,6,2,0,0,10,1,0,3,3,7,3,0,2,1,5,1,4,6
